label,n,net,ann_return,sharpe,t_iid,nw_t,max_dd,worst,worst5,es95,skew,kurtosis,theoretical_vs,gross,costs,financing,tracking_rmse,mean_fair_strike,mean_realised,mean_premium
OOS 2023-2025,32,12063.89800606732,0.004682612908306152,0.033131115425479814,0.05226983031141636,0.050425418967838705,0.221968636967659,-209152.86971715887,-276898.7156801859,-131506.0436294143,-4.693802256231739,24.072699841710623,74631.71400787658,49550.669248942984,20794.823890403226,-16691.947352472314,3709.2602677588548,0.030102460362991454,0.027770219300245313,0.002332241062746144
