label,n,net,ann_return,sharpe,t_iid,nw_t,max_dd,worst,worst5,es95,skew,kurtosis,theoretical_vs,gross,costs,financing,tracking_rmse,mean_fair_strike,mean_realised,mean_premium
pre-2023,120,368603.82737358386,0.03719131158790097,0.14757013351955223,0.46250540897022335,0.5074740645064869,0.6021449390848519,-732061.4405409676,-989975.0768800762,-171332.03237302884,-8.719735713363564,89.30379859820266,564512.709406259,487176.2149482571,117783.10224510371,-789.2853295727164,3743.2477444959995,0.03616933154098809,0.03146505896260259,0.004704272578385492
