date,atm,wing,ivar,realised
2016-03-01,0.026649983348450392,0.029450341186010188,0.03157879896624672,0.00832164979653901
2016-04-01,0.012660745129586834,0.01533619653797308,0.01666238381370762,0.010247405872413833
2016-05-02,0.01608531940794282,0.019459648414778295,0.020270850174869414,0.01064819671164348
2016-06-01,0.015461127015978394,0.018635546230248178,0.0200993216336436,0.03649727702528709
2016-07-01,0.014959448257198929,0.01905144408428024,0.020934325694853536,0.006224204506161298
2016-08-01,0.010924690385265213,0.015173143433516882,0.015910647775109636,0.0032142471525944227
2016-09-01,0.013052772585287102,0.01681796155329928,0.018382147177411625,0.021086562912802316
2016-10-03,0.013727115834678208,0.016634848171183412,0.017488013979633114,0.005591593006934907
2016-11-01,0.026215205800477193,0.029677945247107297,0.032173600921658475,0.010519564412448718
2016-12-01,0.014602178174733424,0.018852648025769636,0.020503445568298792,0.00718332441737259
2017-01-03,0.011980582720100578,0.015939515320184613,0.015666536275667307,0.0039508695946966835
2017-02-01,0.008341179224584638,0.012727186219514276,0.012643489757833548,0.005597864347828849
2017-03-01,0.0107342353196498,0.013880410241974258,0.015564976040182423,0.005488761894745032
2017-04-03,0.010165009014229716,0.015396111714520417,0.014239194980373114,0.005047226221087405
2017-05-01,0.00536538780194889,0.008224183738980768,0.009505580249609152,0.006070809676532775
2017-06-01,0.00669653802169804,0.009598390347028272,0.010067025551199963,0.005304125801002083
2017-07-03,0.005916790684567268,0.011228095780395169,0.011484701214279788,0.003137648498136583
2017-08-01,0.005070354284851305,0.008721643627269989,0.00927831907514034,0.0090081652279704
2017-09-01,0.0063334028262984786,0.009191711833732553,0.010065649566711231,0.0032389939674434135
2017-10-02,0.006271784329801251,0.009473959582237585,0.008742133082443948,0.0026375124365462716
2017-11-01,0.006029161209114349,0.010124747073896793,0.009724477953341462,0.004580054260087302
2017-12-01,0.008760636368230663,0.012359833212392994,0.013641206220566702,0.0022501848226350544
2018-01-02,0.00485314493177851,0.009084362445752184,0.010404797897050485,0.008637739210299786
2018-02-01,0.01302523996188475,0.01690867469709754,0.016904614773402042,0.0744464635799674
2018-03-01,0.027865539699706145,0.043115707433066745,0.05001832532580816,0.039835179585504
2018-04-02,0.037893669940262525,0.046958983111051754,0.04930261040481871,0.023204811704913224
2018-05-01,0.016919572986768508,0.021022871083678268,0.023996832236415053,0.011918266294222771
2018-06-01,0.010105323659312706,0.014392588445576504,0.015950937120620352,0.006122632723676056
2018-07-02,0.014428108749916955,0.019890527474959663,0.024232005855719985,0.007575808591626362
2018-08-01,0.009081828536085506,0.014573206696396657,0.01706723568530959,0.005630966671330186
2018-09-04,0.009922860387054807,0.015283382622560557,0.015430234286508002,0.004197914581021175
2018-10-01,0.0075297469452930005,0.012393922071718341,0.014045849551600861,0.05490788660212225
2018-11-01,0.027845270767009142,0.03505068509949319,0.03782160651482185,0.03396677308369163
2018-12-03,0.02103805678123918,0.02412132274862099,0.025183764166158168,0.0838842106428065
2019-01-02,0.04308897506582549,0.05093485607334143,0.05436630504470502,0.035300281846119996
2019-02-01,0.017424296818858747,0.02360606502584147,0.023535245173029243,0.006759433954861145
2019-03-01,0.01115260339877291,0.01611966793483663,0.016341881593363652,0.01406274106729615
2019-04-01,0.011973016190544368,0.016406852051115948,0.017423622226713606,0.0035929620964535564
2019-05-01,0.013332668691188564,0.020204592567450247,0.020128615308159705,0.02361323270281584
2019-06-03,0.03321426840665821,0.03569856522112273,0.03585977294022038,0.015248758976634864
2019-07-01,0.013840582605894868,0.018903578137024007,0.018810084076706177,0.006426329883349303
2019-08-01,0.025278214495249047,0.02981498851128367,0.03223278175479416,0.055517066737836504
2019-09-03,0.031167801466680554,0.037130846723596296,0.03858002679542095,0.015513533767211955
2019-10-01,0.02741144845820781,0.03189098393513961,0.03301922383579055,0.01666873133352943
2019-11-01,0.010134824350970238,0.015063438116426091,0.013803815907670712,0.003428276170636799
2019-12-02,0.016205078860841982,0.02141820087594968,0.02205374927923872,0.004948906385031216
2020-01-02,0.010245119984901905,0.015168981308440133,0.015264826700268382,0.01380519169443007
2020-02-03,0.02515059071790172,0.029218901290004363,0.03041538376289861,0.11218929977191047
2020-03-02,0.07361773173189794,0.08913445224013015,0.10019646792924732,0.8487951134053645
2020-04-01,0.27776471739074693,0.28238441561677885,0.3217506555333688,0.14652422856127353
2020-05-01,0.10288129209600806,0.11407281560362463,0.13049842450034843,0.03753316049284405
2020-06-01,0.05632156678215434,0.0711080397797039,0.07867903386980593,0.08764599323251675
2020-07-01,0.05385051774437601,0.0719884521558462,0.07870361074498614,0.018435876350820044
2020-08-03,0.03801706448918623,0.05233866407435282,0.0569263253090743,0.012068044405045374
2020-09-01,0.03902382416654713,0.06380484671070094,0.06783578889486351,0.059139657461361336
2020-10-01,0.05349215877476224,0.06566602870183444,0.06821181429469747,0.04374872997885431
2020-11-02,0.09991517752647679,0.11658456572694713,0.13223724778446258,0.030455183553872184
2020-12-01,0.03012474923185459,0.04241764102705861,0.044348583173664836,0.0074435113328915874
2021-01-04,0.04535600265190389,0.058219120859414365,0.06677912321423725,0.02795409755449342
2021-02-01,0.05042807366127517,0.07185865568749095,0.08151669686032752,0.0250386143770749
2021-03-01,0.031892550066074304,0.04891147932470023,0.05273570021606158,0.022465423601681248
2021-04-01,0.017848896776994572,0.02928000057482042,0.029782768139436474,0.011092195804393207
2021-05-03,0.019970699705423974,0.029775018159879228,0.03122113557359176,0.018146273524388416
2021-06-01,0.01891174517369277,0.02940069616814816,0.0315973296980484,0.009246927827135083
2021-07-01,0.012180134693423725,0.02158805282433048,0.02356306884643784,0.012833756907748607
2021-08-02,0.02052831928300442,0.03306240367196322,0.03616297255320931,0.007396341814840518
2021-09-01,0.013727144947265082,0.024099525311838024,0.026248738877891215,0.01975578409238977
2021-10-01,0.030107006923871252,0.037774383072543424,0.04212031659305267,0.011977583918493925
2021-11-01,0.015340852248586898,0.024178419943147903,0.025503413406088762,0.017549174838578353
2021-12-01,0.059258390026087106,0.07922820201151255,0.09798671608576437,0.029550879690767484
2022-01-03,0.015092960238778357,0.02305832753103837,0.02388710130840675,0.03504542077645113
2022-02-01,0.03262152125891904,0.04557598422006666,0.04840256558474487,0.050317071814236884
2022-03-01,0.0834943560601307,0.0958084189170792,0.10557186801827144,0.05494376562842438
2022-04-01,0.023996415376690807,0.031308379673641445,0.034244349240028886,0.061284513134412626
2022-05-02,0.07346156334422763,0.08913432914863935,0.0947758004626049,0.09569582812047454
2022-06-01,0.057108613067328305,0.061224322456561404,0.06567774814106561,0.09070045162413826
2022-07-01,0.06062669746809662,0.06280344952855843,0.0674639203668316,0.03559040908800553
2022-08-01,0.04003511586376466,0.0486320040957123,0.05013916900755447,0.04073337726720973
2022-09-01,0.05350603102117458,0.061056572347221234,0.06365183564087083,0.0645723808341505
2022-10-03,0.07340747725705135,0.08190971411283345,0.08658481275905787,0.07784354838225045
2022-11-01,0.06032776438339039,0.06243691332633724,0.06602971870813802,0.07247789498982957
2022-12-01,0.03539905689501746,0.037760961278338716,0.04041853071648236,0.03624938355305109
2023-01-03,0.04897262095901965,0.048717879614586235,0.05212027852777293,0.03139678867145189
2023-02-01,0.026353950126474016,0.03156120896082339,0.03275935884999291,0.024166327007060433
2023-03-01,0.03847634052500995,0.039657428795550856,0.04289117089113757,0.036771392904089276
2023-04-03,0.028285222797287936,0.034223967787274545,0.03564067685444797,0.018180258331803697
2023-05-01,0.018061797157886184,0.024499497048065574,0.02581307074791893,0.01883718615194066
2023-06-01,0.016003185393937067,0.02302866965197339,0.02543215565708386,0.01268458843593761
2023-07-03,0.012606418929835071,0.01736011871649179,0.018396241466361644,0.008709981363362363
2023-08-01,0.013793125828486508,0.017872106094506974,0.01945598367391658,0.015662507584757016
2023-09-01,0.01219329566667051,0.0160219376126204,0.017285041053657788,0.014572548014110072
2023-10-02,0.026073490047815277,0.02914246719735668,0.030495150772194685,0.025215521563871964
2023-11-01,0.022387527118941392,0.02648596888306048,0.028396118046825698,0.015441616763798103
2023-12-01,0.012147312920777224,0.015115561670954524,0.016369069171121402,0.010062634612507781
2024-01-02,0.013587853915658017,0.016755461524244782,0.017525181556867622,0.014707493297411068
2024-02-01,0.013332510083095247,0.017278063303143926,0.01934235144805537,0.014481464924707954
2024-03-01,0.012226820228057118,0.015672171152657764,0.017648767354257657,0.0098559419478061
2024-04-01,0.012400787195753507,0.015506888500204019,0.017094289892732525,0.019210040632422702
2024-05-01,0.019114362659249456,0.021673781086031536,0.02389665938021568,0.010315762170831853
2024-06-03,0.013135837623117205,0.01533707069316158,0.016504375548645964,0.005400924395347984
2024-07-01,0.010350823849174302,0.012797333907829089,0.014395810168705128,0.021024360251779287
2024-08-01,0.02684371432183603,0.030392120371978523,0.03376816356156493,0.03622667482386297
2024-09-03,0.02549987432013539,0.03532682488593409,0.04078074765398025,0.013923632006204674
2024-10-01,0.020697180921662946,0.029184519946141768,0.03387451725106535,0.012274299716586312
2024-11-01,0.03239161629435099,0.039055593124570104,0.04725665560836739,0.015689165647978825
2024-12-02,0.01023730210924294,0.015106995334502198,0.0179143914430363,0.02021869080785092
2025-01-02,0.022190047994387292,0.025967480225908324,0.031248996389668753,0.01880785594191555
2025-02-03,0.022417573363976068,0.027479630721209906,0.031883508607723265,0.024170280443641147
2025-03-03,0.03602645379934171,0.042295213807396405,0.048749372281528924,0.10852435852290021
2025-04-01,0.034956692793204444,0.03877104804130744,0.045290669591897606,0.2549813726009586
2025-05-01,0.04313489991728437,0.05071858020432129,0.05722947872191045,0.029905355871673305
2025-06-02,0.023851422977576395,0.03203234211746244,0.03394353029357259,0.011099118133986043
2025-07-01,0.01896294589564805,0.025172951779452665,0.027481031604534103,0.004639079068224012
2025-08-01,0.0265192199548056,0.0359822429041666,0.042395917544964745,0.01148979499706959
